CORR_ANS,item_X,tripletid,file_X,onset_X,offset_X,word_X,speaker_X,CV_X,context_X,phone_X,distance_OTH,context_OTH,CV_OTH,file_OTH,item_OTH,offset_OTH,onset_OTH,phone_OTH,speaker_OTH,word_OTH,distance_TGT,context_TGT,CV_TGT,file_TGT,item_TGT,offset_TGT,onset_TGT,phone_TGT,speaker_TGT,word_TGT
A,ewan_92,stimulus11_A,raw/ewan.wav,266.7625,267.2825,ASHAH,ewan,C,A,ʃ,12.2027046052636,A,C,raw/amelia_consonants.wav,amelia_consonants_3,7.93251,7.31359,p,amelia,APAH,8.99329123974035,A,C,raw/amelia_consonants.wav,amelia_consonants_42,112.9325,112.2325,ʃ,amelia,ASHAH
A,amelia_consonants_3,stimulus12_A,raw/amelia_consonants.wav,7.31359,7.932510000000001,APAH,amelia,C,A,p,12.3600185418053,A,C,raw/ewan.wav,ewan_83,244.9725,244.4025,s,ewan,ASSAH,10.7972105135754,A,C,raw/ewan.wav,ewan_50,153.4425,152.8525,p,ewan,APAH
B,amelia_vowels_33,stimulus13_B,raw/amelia_vowels.wav,87.27244,88.0325,HOODAH,amelia,V,A,ʊ,12.4509096842319,A,V,raw/ewan.wav,ewan_2,7.0825,6.19383,ɑ,ewan,HADAH,11.4607654932482,A,V,raw/ewan.wav,ewan_34,100.7325,99.9925,ʊ,ewan,HOODAH
B,amelia_consonants_7,stimulus14_B,raw/amelia_consonants.wav,17.98056,18.54394,EEPEE,amelia,C,I,p,13.244307694174701,I,C,raw/ewan.wav,ewan_87,255.0425,254.4625,s,ewan,EESSEE,9.9461131381046,I,C,raw/ewan.wav,ewan_56,169.3025,168.7025,p,ewan,EEPEE
B,ewan_83,stimulus15_B,raw/ewan.wav,244.4025,244.9725,ASSAH,ewan,C,A,s,12.3600185418053,A,C,raw/amelia_consonants.wav,amelia_consonants_3,7.93251,7.31359,p,amelia,APAH,11.0236757260067,A,C,raw/amelia_consonants.wav,amelia_consonants_34,92.1125,91.35499,s,amelia,ASSAH
A,ewan_87,stimulus16_A,raw/ewan.wav,254.4625,255.0425,EESSEE,ewan,C,I,s,13.244307694174701,I,C,raw/amelia_consonants.wav,amelia_consonants_7,18.54394,17.98056,p,amelia,EEPEE,8.61452101238219,I,C,raw/amelia_consonants.wav,amelia_consonants_38,102.63328,101.9725,s,amelia,EESSEE
A,ewan_50,stimulus17_A,raw/ewan.wav,152.8525,153.4425,APAH,ewan,C,A,p,12.5478630494574,A,C,raw/amelia_consonants.wav,amelia_consonants_49,130.6925,129.9825,θ,amelia,ATHAH,10.7972105135754,A,C,raw/amelia_consonants.wav,amelia_consonants_3,7.93251,7.31359,p,amelia,APAH
B,ewan_56,stimulus18_B,raw/ewan.wav,168.7025,169.3025,EEPEE,ewan,C,I,p,11.2351498934512,I,C,raw/amelia_consonants.wav,amelia_consonants_55,145.8925,145.1325,θ,amelia,EETHEE,9.9461131381046,I,C,raw/amelia_consonants.wav,amelia_consonants_7,18.54394,17.98056,p,amelia,EEPEE
B,amelia_consonants_55,stimulus19_B,raw/amelia_consonants.wav,145.1325,145.8925,EETHEE,amelia,C,I,θ,11.2351498934512,I,C,raw/ewan.wav,ewan_56,169.3025,168.7025,p,ewan,EEPEE,8.50808189583447,I,C,raw/ewan.wav,ewan_101,290.7225,290.0925,θ,ewan,EETHEE
A,amelia_consonants_49,stimulus20_A,raw/amelia_consonants.wav,129.9825,130.6925,ATHAH,amelia,C,A,θ,12.5478630494574,A,C,raw/ewan.wav,ewan_50,153.4425,152.8525,p,ewan,APAH,9.92197937938285,A,C,raw/ewan.wav,ewan_97,280.3225,279.7725,θ,ewan,ATHAH
A,amelia_consonants_7,stimulus21_A,raw/amelia_consonants.wav,17.98056,18.54394,EEPEE,amelia,C,I,p,9.85472528156983,I,C,raw/ewan.wav,ewan_62,185.7725,185.2225,t,ewan,EETEE,9.9461131381046,I,C,raw/ewan.wav,ewan_56,169.3025,168.7025,p,ewan,EEPEE
B,ewan_56,stimulus22_B,raw/ewan.wav,168.7025,169.3025,EEPEE,ewan,C,I,p,10.5505514163449,I,C,raw/amelia_consonants.wav,amelia_consonants_14,37.21308,36.60264,t,amelia,EETEE,9.9461131381046,I,C,raw/amelia_consonants.wav,amelia_consonants_7,18.54394,17.98056,p,amelia,EEPEE
B,amelia_consonants_9,stimulus23_B,raw/amelia_consonants.wav,23.476670000000002,24.1025,ATAH,amelia,C,A,t,12.5838198334385,A,C,raw/ewan.wav,ewan_50,153.4425,152.8525,p,ewan,APAH,11.3545630419892,A,C,raw/ewan.wav,ewan_59,177.5625,177.0325,t,ewan,ATAH
A,ewan_37,stimulus24_A,raw/ewan.wav,109.0925,109.8025,HOODI,ewan,V,I,ʊ,10.3980403513089,I,V,raw/amelia_vowels.wav,amelia_vowels_5,13.30968,12.5659,ɑ,amelia,HADI,10.6179828768912,I,V,raw/amelia_vowels.wav,amelia_vowels_39,102.16942,101.46732,ʊ,amelia,HOODI
A,ewan_59,stimulus25_A,raw/ewan.wav,177.0325,177.5625,ATAH,ewan,C,A,t,10.561049008368,A,C,raw/amelia_consonants.wav,amelia_consonants_3,7.93251,7.31359,p,amelia,APAH,11.3545630419892,A,C,raw/amelia_consonants.wav,amelia_consonants_9,24.1025,23.47667,t,amelia,ATAH
A,ewan_96,stimulus26_A,raw/ewan.wav,276.7625,277.3325,EESHEE,ewan,C,I,ʃ,10.4342486202868,I,C,raw/amelia_consonants.wav,amelia_consonants_38,102.63328,101.9725,s,amelia,EESSEE,7.48461333335758,I,C,raw/amelia_consonants.wav,amelia_consonants_46,122.6025,121.8625,ʃ,amelia,EESHEE
B,amelia_consonants_42,stimulus27_B,raw/amelia_consonants.wav,112.2325,112.9325,ASHAH,amelia,C,A,ʃ,10.6471853149794,A,C,raw/ewan.wav,ewan_83,244.9725,244.4025,s,ewan,ASSAH,8.99329123974035,A,C,raw/ewan.wav,ewan_92,267.2825,266.7625,ʃ,ewan,ASHAH
B,amelia_consonants_38,stimulus28_B,raw/amelia_consonants.wav,101.9725,102.63328,EESSEE,amelia,C,I,s,10.4342486202868,I,C,raw/ewan.wav,ewan_96,277.3325,276.7625,ʃ,ewan,EESHEE,8.61452101238219,I,C,raw/ewan.wav,ewan_87,255.0425,254.4625,s,ewan,EESSEE
A,ewan_83,stimulus29_A,raw/ewan.wav,244.4025,244.9725,ASSAH,ewan,C,A,s,10.6471853149794,A,C,raw/amelia_consonants.wav,amelia_consonants_42,112.9325,112.2325,ʃ,amelia,ASHAH,11.0236757260067,A,C,raw/amelia_consonants.wav,amelia_consonants_34,92.1125,91.35499,s,amelia,ASSAH
A,ewan_92,stimulus30_A,raw/ewan.wav,266.7625,267.2825,ASHAH,ewan,C,A,ʃ,10.2110080479826,A,C,raw/amelia_consonants.wav,amelia_consonants_49,130.6925,129.9825,θ,amelia,ATHAH,8.99329123974035,A,C,raw/amelia_consonants.wav,amelia_consonants_42,112.9325,112.2325,ʃ,amelia,ASHAH
B,amelia_consonants_46,stimulus31_B,raw/amelia_consonants.wav,121.8625,122.6025,EESHEE,amelia,C,I,ʃ,9.9311722820639,I,C,raw/ewan.wav,ewan_101,290.7225,290.0925,θ,ewan,EETHEE,7.48461333335758,I,C,raw/ewan.wav,ewan_96,277.3325,276.7625,ʃ,ewan,EESHEE
B,amelia_consonants_49,stimulus32_B,raw/amelia_consonants.wav,129.9825,130.6925,ATHAH,amelia,C,A,θ,10.2110080479826,A,C,raw/ewan.wav,ewan_92,267.2825,266.7625,ʃ,ewan,ASHAH,9.92197937938285,A,C,raw/ewan.wav,ewan_97,280.3225,279.7725,θ,ewan,ATHAH
A,ewan_101,stimulus33_A,raw/ewan.wav,290.0925,290.7225,EETHEE,ewan,C,I,θ,9.9311722820639,I,C,raw/amelia_consonants.wav,amelia_consonants_46,122.6025,121.8625,ʃ,amelia,EESHEE,8.50808189583447,I,C,raw/amelia_consonants.wav,amelia_consonants_55,145.8925,145.1325,θ,amelia,EETHEE
A,amelia_consonants_46,stimulus34_A,raw/amelia_consonants.wav,121.8625,122.6025,EESHEE,amelia,C,I,ʃ,9.1562243005707,I,C,raw/ewan.wav,ewan_62,185.7725,185.2225,t,ewan,EETEE,7.48461333335758,I,C,raw/ewan.wav,ewan_96,277.3325,276.7625,ʃ,ewan,EESHEE
A,ewan_2,stimulus35_A,raw/ewan.wav,6.19383,7.0825,HADAH,ewan,V,A,ɑ,10.7816841552388,A,V,raw/amelia_vowels.wav,amelia_vowels_25,67.6025,66.85124,ʌ,amelia,HUHDAH,10.939437399031,A,V,raw/amelia_vowels.wav,amelia_vowels_1,2.9625,2.19827,ɑ,amelia,HADAH
B,ewan_92,stimulus36_B,raw/ewan.wav,266.7625,267.2825,ASHAH,ewan,C,A,ʃ,10.5778274856021,A,C,raw/amelia_consonants.wav,amelia_consonants_9,24.1025,23.47667,t,amelia,ATAH,8.99329123974035,A,C,raw/amelia_consonants.wav,amelia_consonants_42,112.9325,112.2325,ʃ,amelia,ASHAH
B,amelia_consonants_9,stimulus37_B,raw/amelia_consonants.wav,23.476670000000002,24.1025,ATAH,amelia,C,A,t,10.5778274856021,A,C,raw/ewan.wav,ewan_92,267.2825,266.7625,ʃ,ewan,ASHAH,11.3545630419892,A,C,raw/ewan.wav,ewan_59,177.5625,177.0325,t,ewan,ATAH
A,ewan_62,stimulus38_A,raw/ewan.wav,185.2225,185.7725,EETEE,ewan,C,I,t,9.1562243005707,I,C,raw/amelia_consonants.wav,amelia_consonants_46,122.6025,121.8625,ʃ,amelia,EESHEE,8.94739780661442,I,C,raw/amelia_consonants.wav,amelia_consonants_14,37.21308,36.60264,t,amelia,EETEE
A,amelia_consonants_38,stimulus39_A,raw/amelia_consonants.wav,101.9725,102.63328,EESSEE,amelia,C,I,s,9.24849945106926,I,C,raw/ewan.wav,ewan_101,290.7225,290.0925,θ,ewan,EETHEE,8.61452101238219,I,C,raw/ewan.wav,ewan_87,255.0425,254.4625,s,ewan,EESSEE
B,amelia_consonants_34,stimulus40_B,raw/amelia_consonants.wav,91.35499,92.1125,ASSAH,amelia,C,A,s,11.1010846810418,A,C,raw/ewan.wav,ewan_97,280.3225,279.7725,θ,ewan,ATHAH,11.0236757260067,A,C,raw/ewan.wav,ewan_83,244.9725,244.4025,s,ewan,ASSAH
B,ewan_101,stimulus41_B,raw/ewan.wav,290.0925,290.7225,EETHEE,ewan,C,I,θ,9.24849945106926,I,C,raw/amelia_consonants.wav,amelia_consonants_38,102.63328,101.9725,s,amelia,EESSEE,8.50808189583447,I,C,raw/amelia_consonants.wav,amelia_consonants_55,145.8925,145.1325,θ,amelia,EETHEE
A,ewan_97,stimulus42_A,raw/ewan.wav,279.7725,280.3225,ATHAH,ewan,C,A,θ,11.1010846810418,A,C,raw/amelia_consonants.wav,amelia_consonants_34,92.1125,91.35499,s,amelia,ASSAH,9.92197937938285,A,C,raw/amelia_consonants.wav,amelia_consonants_49,130.6925,129.9825,θ,amelia,ATHAH
A,ewan_83,stimulus43_A,raw/ewan.wav,244.4025,244.9725,ASSAH,ewan,C,A,s,12.564950240591,A,C,raw/amelia_consonants.wav,amelia_consonants_9,24.1025,23.47667,t,amelia,ATAH,11.0236757260067,A,C,raw/amelia_consonants.wav,amelia_consonants_34,92.1125,91.35499,s,amelia,ASSAH
B,amelia_consonants_38,stimulus44_B,raw/amelia_consonants.wav,101.9725,102.63328,EESSEE,amelia,C,I,s,9.27075068072851,I,C,raw/ewan.wav,ewan_62,185.7725,185.2225,t,ewan,EETEE,8.61452101238219,I,C,raw/ewan.wav,ewan_87,255.0425,254.4625,s,ewan,EESSEE
B,ewan_62,stimulus45_B,raw/ewan.wav,185.2225,185.7725,EETEE,ewan,C,I,t,9.27075068072851,I,C,raw/amelia_consonants.wav,amelia_consonants_38,102.63328,101.9725,s,amelia,EESSEE,8.94739780661442,I,C,raw/amelia_consonants.wav,amelia_consonants_14,37.21308,36.60264,t,amelia,EETEE
B,amelia_vowels_5,stimulus46_B,raw/amelia_vowels.wav,12.5659,13.309679999999998,HADI,amelia,V,I,ɑ,10.4249597129284,I,V,raw/ewan.wav,ewan_29,86.1325,85.39155,ʌ,ewan,HUHDI,11.2910784776832,I,V,raw/ewan.wav,ewan_8,23.01587,22.3965,ɑ,ewan,HADI
A,amelia_consonants_9,stimulus47_A,raw/amelia_consonants.wav,23.476670000000002,24.1025,ATAH,amelia,C,A,t,12.564950240591,A,C,raw/ewan.wav,ewan_83,244.9725,244.4025,s,ewan,ASSAH,11.3545630419892,A,C,raw/ewan.wav,ewan_59,177.5625,177.0325,t,ewan,ATAH
A,ewan_101,stimulus48_A,raw/ewan.wav,290.0925,290.7225,EETHEE,ewan,C,I,θ,10.4725377509648,I,C,raw/amelia_consonants.wav,amelia_consonants_14,37.21308,36.60264,t,amelia,EETEE,8.50808189583447,I,C,raw/amelia_consonants.wav,amelia_consonants_55,145.8925,145.1325,θ,amelia,EETHEE
B,amelia_consonants_55,stimulus49_B,raw/amelia_consonants.wav,145.1325,145.8925,EETHEE,amelia,C,I,θ,9.30145795925897,I,C,raw/ewan.wav,ewan_62,185.7725,185.2225,t,ewan,EETEE,8.50808189583447,I,C,raw/ewan.wav,ewan_101,290.7225,290.0925,θ,ewan,EETHEE
B,amelia_consonants_9,stimulus50_B,raw/amelia_consonants.wav,23.476670000000002,24.1025,ATAH,amelia,C,A,t,11.9113401221626,A,C,raw/ewan.wav,ewan_97,280.3225,279.7725,θ,ewan,ATHAH,11.3545630419892,A,C,raw/ewan.wav,ewan_59,177.5625,177.0325,t,ewan,ATAH
A,ewan_59,stimulus51_A,raw/ewan.wav,177.0325,177.5625,ATAH,ewan,C,A,t,11.2144497269748,A,C,raw/amelia_consonants.wav,amelia_consonants_49,130.6925,129.9825,θ,amelia,ATHAH,11.3545630419892,A,C,raw/amelia_consonants.wav,amelia_consonants_9,24.1025,23.47667,t,amelia,ATAH
B,ewan_29,stimulus52_B,raw/ewan.wav,85.39155,86.1325,HUHDI,ewan,V,I,ʌ,10.4249597129284,I,V,raw/amelia_vowels.wav,amelia_vowels_5,13.30968,12.5659,ɑ,amelia,HADI,10.4906071137096,I,V,raw/amelia_vowels.wav,amelia_vowels_30,79.88909,79.21868,ʌ,amelia,HUHDI
A,amelia_vowels_25,stimulus53_A,raw/amelia_vowels.wav,66.85124,67.6025,HUHDAH,amelia,V,A,ʌ,10.7816841552388,A,V,raw/ewan.wav,ewan_2,7.0825,6.19383,ɑ,ewan,HADAH,10.8312483699675,A,V,raw/ewan.wav,ewan_28,81.7525,81.0625,ʌ,ewan,HUHDAH
A,amelia_vowels_5,stimulus54_A,raw/amelia_vowels.wav,12.5659,13.309679999999998,HADI,amelia,V,I,ɑ,11.7748261507187,I,V,raw/ewan.wav,ewan_46,135.7425,134.9925,u,ewan,WHODI,11.2910784776832,I,V,raw/ewan.wav,ewan_8,23.01587,22.3965,ɑ,ewan,HADI
B,ewan_2,stimulus55_B,raw/ewan.wav,6.19383,7.0825,HADAH,ewan,V,A,ɑ,14.1160226557975,A,V,raw/amelia_vowels.wav,amelia_vowels_41,107.96148,107.22875,u,amelia,WHODAH,10.939437399031,A,V,raw/amelia_vowels.wav,amelia_vowels_1,2.9625,2.19827,ɑ,amelia,HADAH
B,amelia_vowels_41,stimulus56_B,raw/amelia_vowels.wav,107.22875,107.96148000000001,WHODAH,amelia,V,A,u,14.1160226557975,A,V,raw/ewan.wav,ewan_2,7.0825,6.19383,ɑ,ewan,HADAH,10.6753322185535,A,V,raw/ewan.wav,ewan_43,127.0125,126.2825,u,ewan,WHODAH
B,ewan_2,stimulus57_B,raw/ewan.wav,6.19383,7.0825,HADAH,ewan,V,A,ɑ,11.02823370384,A,V,raw/amelia_vowels.wav,amelia_vowels_11,28.2425,27.47216,æ,amelia,HAEDAH,10.939437399031,A,V,raw/amelia_vowels.wav,amelia_vowels_1,2.9625,2.19827,ɑ,amelia,HADAH
A,ewan_46,stimulus58_A,raw/ewan.wav,134.9925,135.7425,WHODI,ewan,V,I,u,11.7748261507187,I,V,raw/amelia_vowels.wav,amelia_vowels_5,13.30968,12.5659,ɑ,amelia,HADI,9.75093569430409,I,V,raw/amelia_vowels.wav,amelia_vowels_48,124.5925,123.87499,u,amelia,WHODI
A,amelia_vowels_11,stimulus59_A,raw/amelia_vowels.wav,27.47216,28.2425,HAEDAH,amelia,V,A,æ,13.5909048336691,A,V,raw/ewan.wav,ewan_19,55.1725,54.4125,i,ewan,HEEDAH,10.252827132586,A,V,raw/ewan.wav,ewan_10,29.4125,28.6807,æ,ewan,HAEDAH
B,amelia_vowels_15,stimulus60_B,raw/amelia_vowels.wav,37.6934,38.4725,HAEDI,amelia,V,I,æ,11.9183855292023,I,V,raw/ewan.wav,ewan_21,61.7525,60.9271,i,ewan,HEEDI,9.0011929855699009,I,V,raw/ewan.wav,ewan_14,40.9225,40.24068,æ,ewan,HAEDI
B,ewan_21,stimulus61_B,raw/ewan.wav,60.9271,61.7525,HEEDI,ewan,V,I,i,11.9183855292023,I,V,raw/amelia_vowels.wav,amelia_vowels_15,38.4725,37.6934,æ,amelia,HAEDI,8.94712395989206,I,V,raw/amelia_vowels.wav,amelia_vowels_22,58.41293,57.64913,i,amelia,HEEDI
A,ewan_19,stimulus62_A,raw/ewan.wav,54.4125,55.1725,HEEDAH,ewan,V,A,i,13.5909048336691,A,V,raw/amelia_vowels.wav,amelia_vowels_11,28.2425,27.47216,æ,amelia,HAEDAH,9.67149655217452,A,V,raw/amelia_vowels.wav,amelia_vowels_17,45.0725,44.25247,i,amelia,HEEDAH
A,ewan_10,stimulus63_A,raw/ewan.wav,28.6807,29.4125,HAEDAH,ewan,V,A,æ,12.0347346927702,A,V,raw/amelia_vowels.wav,amelia_vowels_33,88.0325,87.27244,ʊ,amelia,HOODAH,10.252827132586,A,V,raw/amelia_vowels.wav,amelia_vowels_11,28.2425,27.47216,æ,amelia,HAEDAH
B,ewan_14,stimulus64_B,raw/ewan.wav,40.24068,40.9225,HAEDI,ewan,V,I,æ,11.0816351608752,I,V,raw/amelia_vowels.wav,amelia_vowels_39,102.16942,101.46732,ʊ,amelia,HOODI,9.0011929855699009,I,V,raw/amelia_vowels.wav,amelia_vowels_15,38.4725,37.6934,æ,amelia,HAEDI
B,amelia_vowels_39,stimulus65_B,raw/amelia_vowels.wav,101.46732,102.16942,HOODI,amelia,V,I,ʊ,11.0816351608752,I,V,raw/ewan.wav,ewan_14,40.9225,40.24068,æ,ewan,HAEDI,10.6179828768912,I,V,raw/ewan.wav,ewan_37,109.8025,109.0925,ʊ,ewan,HOODI
A,amelia_vowels_33,stimulus66_A,raw/amelia_vowels.wav,87.27244,88.0325,HOODAH,amelia,V,A,ʊ,12.0347346927702,A,V,raw/ewan.wav,ewan_10,29.4125,28.6807,æ,ewan,HAEDAH,11.4607654932482,A,V,raw/ewan.wav,ewan_34,100.7325,99.9925,ʊ,ewan,HOODAH
A,amelia_vowels_11,stimulus67_A,raw/amelia_vowels.wav,27.47216,28.2425,HAEDAH,amelia,V,A,æ,11.4200564071696,A,V,raw/ewan.wav,ewan_28,81.7525,81.0625,ʌ,ewan,HUHDAH,10.252827132586,A,V,raw/ewan.wav,ewan_10,29.4125,28.6807,æ,ewan,HAEDAH
B,amelia_vowels_11,stimulus68_B,raw/amelia_vowels.wav,27.47216,28.2425,HAEDAH,amelia,V,A,æ,11.02823370384,A,V,raw/ewan.wav,ewan_2,7.0825,6.19383,ɑ,ewan,HADAH,10.252827132586,A,V,raw/ewan.wav,ewan_10,29.4125,28.6807,æ,ewan,HAEDAH
B,ewan_10,stimulus69_B,raw/ewan.wav,28.6807,29.4125,HAEDAH,ewan,V,A,æ,12.3668007054237,A,V,raw/amelia_vowels.wav,amelia_vowels_25,67.6025,66.85124,ʌ,amelia,HUHDAH,10.252827132586,A,V,raw/amelia_vowels.wav,amelia_vowels_11,28.2425,27.47216,æ,amelia,HAEDAH
B,ewan_29,stimulus70_B,raw/ewan.wav,85.39155,86.1325,HUHDI,ewan,V,I,ʌ,9.98577496285595,I,V,raw/amelia_vowels.wav,amelia_vowels_15,38.4725,37.6934,æ,amelia,HAEDI,10.4906071137096,I,V,raw/amelia_vowels.wav,amelia_vowels_30,79.88909,79.21868,ʌ,amelia,HUHDI
A,amelia_vowels_30,stimulus71_A,raw/amelia_vowels.wav,79.21868,79.88909,HUHDI,amelia,V,I,ʌ,9.20861207446759,I,V,raw/ewan.wav,ewan_14,40.9225,40.24068,æ,ewan,HAEDI,10.4906071137096,I,V,raw/ewan.wav,ewan_29,86.1325,85.39155,ʌ,ewan,HUHDI
A,ewan_10,stimulus72_A,raw/ewan.wav,28.6807,29.4125,HAEDAH,ewan,V,A,æ,11.825057721362,A,V,raw/amelia_vowels.wav,amelia_vowels_41,107.96148,107.22875,u,amelia,WHODAH,10.252827132586,A,V,raw/amelia_vowels.wav,amelia_vowels_11,28.2425,27.47216,æ,amelia,HAEDAH
B,ewan_14,stimulus73_B,raw/ewan.wav,40.24068,40.9225,HAEDI,ewan,V,I,æ,10.9442040364744,I,V,raw/amelia_vowels.wav,amelia_vowels_48,124.5925,123.87499,u,amelia,WHODI,9.0011929855699009,I,V,raw/amelia_vowels.wav,amelia_vowels_15,38.4725,37.6934,æ,amelia,HAEDI
B,amelia_vowels_48,stimulus74_B,raw/amelia_vowels.wav,123.87499,124.5925,WHODI,amelia,V,I,u,10.9442040364744,I,V,raw/ewan.wav,ewan_14,40.9225,40.24068,æ,ewan,HAEDI,9.75093569430409,I,V,raw/ewan.wav,ewan_46,135.7425,134.9925,u,ewan,WHODI
A,amelia_vowels_41,stimulus75_A,raw/amelia_vowels.wav,107.22875,107.96148000000001,WHODAH,amelia,V,A,u,11.825057721362,A,V,raw/ewan.wav,ewan_10,29.4125,28.6807,æ,ewan,HAEDAH,10.6753322185535,A,V,raw/ewan.wav,ewan_43,127.0125,126.2825,u,ewan,WHODAH
A,amelia_vowels_22,stimulus76_A,raw/amelia_vowels.wav,57.64913000000001,58.41293,HEEDI,amelia,V,I,i,12.6227448071564,I,V,raw/ewan.wav,ewan_37,109.8025,109.0925,ʊ,ewan,HOODI,8.94712395989206,I,V,raw/ewan.wav,ewan_21,61.7525,60.9271,i,ewan,HEEDI
B,ewan_21,stimulus77_B,raw/ewan.wav,60.9271,61.7525,HEEDI,ewan,V,I,i,10.3504872484991,I,V,raw/amelia_vowels.wav,amelia_vowels_39,102.16942,101.46732,ʊ,amelia,HOODI,8.94712395989206,I,V,raw/amelia_vowels.wav,amelia_vowels_22,58.41293,57.64913,i,amelia,HEEDI
B,amelia_vowels_33,stimulus78_B,raw/amelia_vowels.wav,87.27244,88.0325,HOODAH,amelia,V,A,ʊ,13.7481617252906,A,V,raw/ewan.wav,ewan_19,55.1725,54.4125,i,ewan,HEEDAH,11.4607654932482,A,V,raw/ewan.wav,ewan_34,100.7325,99.9925,ʊ,ewan,HOODAH
A,amelia_vowels_15,stimulus79_A,raw/amelia_vowels.wav,37.6934,38.4725,HAEDI,amelia,V,I,æ,10.8478066899872,I,V,raw/ewan.wav,ewan_8,23.01587,22.3965,ɑ,ewan,HADI,9.0011929855699009,I,V,raw/ewan.wav,ewan_14,40.9225,40.24068,æ,ewan,HAEDI
A,ewan_34,stimulus80_A,raw/ewan.wav,99.9925,100.7325,HOODAH,ewan,V,A,ʊ,14.1344961223187,A,V,raw/amelia_vowels.wav,amelia_vowels_17,45.0725,44.25247,i,amelia,HEEDAH,11.4607654932482,A,V,raw/amelia_vowels.wav,amelia_vowels_33,88.0325,87.27244,ʊ,amelia,HOODAH
A,amelia_vowels_22,stimulus81_A,raw/amelia_vowels.wav,57.64913000000001,58.41293,HEEDI,amelia,V,I,i,14.2192944096053,I,V,raw/ewan.wav,ewan_29,86.1325,85.39155,ʌ,ewan,HUHDI,8.94712395989206,I,V,raw/ewan.wav,ewan_21,61.7525,60.9271,i,ewan,HEEDI
