_segment,_spec_id,anterior,labial,back,high,ATR,lateral,distributed,LONG,spread,low,syllabic,continuant,nasal,sonorant,coronal,tense,constr,vocalic,strident,EXTRA,consonantal,voice,round
X,Spec43,False,True,False,False,False,False,True,False,False,False,False,True,True,True,True,True,False,False,True,False,False,True,False
X,Spec44,False,True,False,False,False,False,True,False,False,False,False,True,True,True,True,False,True,False,True,False,False,True,False
X,Spec45,False,True,False,False,False,False,True,False,False,False,False,True,True,False,True,True,False,True,True,False,False,True,False
X,Spec46,False,True,False,False,False,False,True,False,False,False,False,True,True,False,True,False,True,True,True,False,False,True,False
X,Spec47,False,True,False,False,False,False,True,False,False,False,False,True,False,True,True,True,False,True,True,False,False,True,False
X,Spec48,False,True,False,False,False,False,True,False,False,False,False,True,False,True,True,False,True,True,True,False,False,True,False
X,Spec49,False,False,True,True,False,True,False,False,False,False,False,True,False,True,True,True,False,False,True,False,False,True,False
X,Spec50,False,False,True,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False,False,True,False
X,Spec51,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,False,False,True,False,False,True,False
X,Spec52,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,False,True,False,True,False,False,True,False
X,Spec53,False,False,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,True,True,False,False,True,False
X,Spec54,False,False,True,True,False,False,False,False,False,False,False,True,True,False,True,False,True,True,True,False,False,True,False
X,Spec55,False,False,True,True,False,False,False,False,False,False,False,True,False,True,True,True,False,True,True,False,False,True,False
X,Spec56,False,False,True,True,False,False,False,False,False,False,False,True,False,True,True,False,True,True,True,False,False,True,False
X,Spec57,False,False,True,False,False,True,True,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False
X,Spec58,False,False,True,False,False,False,True,False,False,False,False,True,True,True,True,False,False,False,True,False,False,True,False
X,Spec59,False,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False,False,True,True,False,False,True,False
X,Spec60,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,True,True,False,False,True,False
